0.000024,51,0.000024,51,0.000048,201,0.000083,801,0.000819,3101,
0.000035,51,0.000038,51,0.000048,201,0.000195,801,0.000496,3101,
0.000035,51,0.000041,51,0.000050,201,0.000078,801,0.000465,3101,
0.000035,51,0.000037,51,0.000031,201,0.000079,801,0.000895,3101,
0.000020,51,0.000022,51,0.000027,201,0.000079,801,0.000883,3101,
0.000022,51,0.000039,51,0.000048,201,0.000079,801,0.000485,3101,
0.000021,51,0.000036,51,0.000046,201,0.000078,801,0.000486,3101,
0.000041,51,0.000024,51,0.000028,201,0.000076,801,0.000481,3101,
0.000022,51,0.000039,51,0.000029,201,0.000078,801,0.000868,3101,
0.000037,51,0.000037,51,0.000050,201,0.000094,801,0.000487,3101,
