0.000096,1,0.000747,43,0.009827,188,0.068551,768,0.303353,3088,
0.000087,1,0.000804,43,0.007582,188,0.068453,768,0.307085,3088,
0.000088,1,0.000735,43,0.008012,188,0.064788,768,0.311615,3088,
0.000097,1,0.000710,43,0.007391,188,0.067336,768,0.308694,3088,
0.000086,1,0.000865,43,0.007583,188,0.073738,768,0.303042,3088,
0.000087,1,0.000712,43,0.006897,188,0.068551,768,0.307114,3088,
0.000092,1,0.000740,43,0.007414,188,0.068811,768,0.305245,3088,
0.000124,1,0.000739,43,0.007231,188,0.069080,768,0.302748,3088,
0.000089,1,0.000672,43,0.007265,188,0.074211,768,0.307649,3088,
0.000104,1,0.000724,43,0.007562,188,0.070023,768,0.299001,3088,
