0.000129,1,0.000907,43,0.008492,188,0.033768,768,0.137998,3088,
0.000108,1,0.000739,43,0.007356,188,0.033483,768,0.133648,3088,
0.000097,1,0.000982,43,0.007616,188,0.033641,768,0.135423,3088,
0.000138,1,0.000927,43,0.008102,188,0.034377,768,0.133102,3088,
0.000089,1,0.000719,43,0.007305,188,0.032874,768,0.134463,3088,
0.000097,1,0.000728,43,0.007673,188,0.043227,768,0.137683,3088,
0.000092,1,0.000917,43,0.009119,188,0.031534,768,0.133230,3088,
0.000087,1,0.000894,43,0.007284,188,0.033552,768,0.134778,3088,
0.000092,1,0.000688,43,0.007775,188,0.032458,768,0.134746,3088,
0.000088,1,0.000699,43,0.007796,188,0.037024,768,0.138858,3088,
