0.242359,1.774031,3.635760,6.823068,16.866229,21.829044,36.736219,60.777238,76.040793,224.902082,311.788541,
0.225076,1.906502,3.828380,7.139123,17.442975,21.941367,37.973165,62.005396,76.430919,222.634185,303.601550,
0.218806,1.841237,3.736638,6.954348,16.528623,21.534620,36.000539,59.681688,74.213707,220.647986,303.827140,
0.217218,1.833679,3.707421,6.924400,16.675035,21.388170,35.733696,59.292374,73.934949,220.807028,303.607862,
0.217429,1.828539,3.702870,6.907547,16.637063,21.340655,35.794324,59.181652,73.982425,221.084695,303.110605,
0.217190,1.844445,3.700870,6.915356,16.619054,21.289734,35.702591,59.139765,73.793561,220.488108,305.961792,
0.216226,1.826380,3.705030,6.910453,16.452266,21.583679,36.714395,59.357845,73.988596,220.535172,303.025183,
0.216217,1.827531,3.701087,6.904924,16.748979,21.286270,35.757928,58.975817,73.912022,220.263678,303.174434,
0.217115,1.822435,3.705745,6.905284,16.675546,21.263849,35.619070,59.134179,73.361007,220.678456,305.645716,
0.215897,1.822901,3.694084,6.901208,16.630554,21.225690,35.701457,59.102683,73.667825,220.317433,303.359843,
