0.111426,0.806350,1.420590,2.602048,9.404459,8.550857,18.918387,33.769388,30.121293,155.591159,215.048529,
0.078281,0.806601,1.429809,2.608459,9.438322,8.493226,18.810533,33.725119,30.318581,155.552969,214.941313,
0.077457,0.806997,1.430219,2.609532,9.505179,8.515519,18.261904,33.217979,29.745844,155.636934,215.007126,
0.077933,0.810654,1.425217,2.607650,9.485755,8.576243,18.462362,33.904460,29.772973,155.687613,215.061655,
0.078537,0.809251,1.427810,2.603110,9.395064,8.529628,18.935473,32.835816,30.352607,155.482957,215.029259,
0.078038,0.813297,1.426245,2.600972,9.341053,8.543073,18.539667,33.442735,29.586753,155.513349,214.972760,
0.078083,0.815464,1.425054,2.602310,9.449244,8.561270,18.342411,32.631148,29.953362,155.483119,215.099845,
0.078992,0.812826,1.427451,2.610573,9.458039,8.478691,18.194500,32.940897,30.074624,155.617206,215.071614,
0.078401,0.808886,1.430067,2.604275,9.370378,8.473748,18.103464,32.853482,29.600245,155.533654,214.971998,
0.078513,0.811293,1.428837,2.607039,9.277204,8.469143,18.730976,33.732081,30.711525,155.602828,215.250591,
