0.572825,4.808861,11.488381,28.533616,61.590189,84.708504,140.584692,219.050514,295.989348,385.287480,536.936539,
0.520046,4.729272,11.430029,28.403309,61.289379,84.133864,139.987636,219.813483,294.923314,
395.024228,537.423754,
0.522669,4.763162,11.763370,28.293839,61.215990,84.136365,139.951786,219.402354,295.732700,386.227141,536.643950,
0.523035,4.728110,11.904541,28.362541,60.907504,84.405692,140.686304,219.478161,294.899820,386.993205,535.548062,
0.521341,4.680929,11.449012,28.661151,60.936705,84.302460,140.529996,219.170173,295.047622,385.313344,536.219641,
0.519328,4.630932,11.707488,28.410765,61.222859,84.234767,140.770196,219.605720,296.152228,384.408165,536.823943,
0.511969,4.743353,11.750161,28.342070,61.386625,84.459199,140.733458,220.062993,296.456646,385.843442,536.644888,
0.511439,4.734718,11.545116,28.433506,61.106942,84.181204,139.868479,219.055093,295.029662,384.737772,534.835537,
0.519191,4.657863,11.497510,28.538340,61.226692,84.020270,140.437627,219.430184,296.124155,385.402715,533.818216,
0.516037,4.719857,11.562727,28.404337,61.246552,84.451318,140.217146,219.329839,295.631304,386.794705,534.937009,
