0.671510,6.328023,13.086402,32.254182,70.360369,102.847009,163.393283,255.852250,365.511494,452.887532,621.017724,
0.699478,6.703792,13.927727,33.014784,70.428425,105.385269,163.318539,257.842085,344.663124,453.011883,624.642934,
0.676199,6.597253,13.611632,32.814486,70.230976,105.092301,164.625529,258.486204,345.040015,451.369545,623.921074,
0.675380,6.641869,13.643288,32.844283,70.626954,105.044624,165.310070,257.397303,346.011582,450.985286,625.183349,
0.698258,7.172238,13.785666,32.781230,70.719770,105.126875,165.211393,257.357669,346.437559,452.751860,622.366842,
0.695616,6.660624,13.767035,32.989130,70.576321,105.257560,164.187785,259.297940,370.683649,452.248942,620.458023,
0.630356,5.587706,13.189349,32.401042,70.239208,104.671438,163.884834,256.544010,344.597809,449.953124,619.771518,
0.636970,5.557229,13.395315,32.497545,70.361615,104.730439,163.796144,257.047275,343.678867,449.946698,621.277783,
0.648059,5.525493,13.289159,32.357043,70.286298,104.579962,163.696981,256.025658,345.384923,447.211564,622.413640,
0.633172,5.517241,13.302494,32.343121,70.094674,105.037126,163.426150,256.427477,345.433281,447.977415,619.647806,




















