0.000357,1,0.028301,43,0.240411,188,1.977185,768,8.246064,3088,
0.000295,1,0.027824,43,0.229652,188,1.906469,768,8.319298,3088,
0.000359,1,0.027788,43,0.236632,188,1.983115,768,8.436904,3088,
0.000268,1,0.027693,43,0.234814,188,1.963264,768,8.722465,3088,
0.000296,1,0.028918,43,0.275018,188,2.028075,768,9.712265,3088,
0.000377,1,0.028219,43,0.237014,188,1.985350,768,8.853465,3088,
0.000370,1,0.028845,43,0.241096,188,1.980394,768,8.456448,3088,
0.000486,1,0.028533,43,0.237615,188,1.974222,768,8.496077,3088,
0.000343,1,0.029145,43,0.235231,188,1.969695,768,8.437531,3088,
0.000314,1,0.027584,43,0.233436,188,1.967325,768,8.495294,3088,
