0.000002,1,0.000001,43,0.000002,188,0.000010,768,0.000074,3088,
0.000001,1,0.000001,43,0.000003,188,0.000011,768,0.000072,3088,
0.000001,1,0.000001,43,0.000002,188,0.000010,768,0.000071,3088,
0.000001,1,0.000001,43,0.000002,188,0.000010,768,0.000072,3088,
0.000001,1,0.000001,43,0.000002,188,0.000011,768,0.000073,3088,
0.000001,1,0.000001,43,0.000003,188,0.000010,768,0.000071,3088,
0.000001,1,0.000001,43,0.000003,188,0.000011,768,0.000072,3088,
0.000000,1,0.000002,43,0.000003,188,0.000011,768,0.000074,3088,
0.000001,1,0.000001,43,0.000002,188,0.000010,768,0.000072,3088,
0.000000,1,0.000001,43,0.000002,188,0.000010,768,0.000071,3088,
