0.000015,1,0.000497,43,0.003030,188,0.015485,768,0.069810,3088,
0.000017,1,0.000542,43,0.003324,188,0.014146,768,0.064338,3088,
0.000017,1,0.000518,43,0.004256,188,0.015963,768,0.071268,3088,
0.000017,1,0.000692,43,0.003530,188,0.014227,768,0.073098,3088,
0.000015,1,0.000493,43,0.003283,188,0.013956,768,0.073561,3088,
0.000017,1,0.000520,43,0.004408,188,0.013861,768,0.073396,3088,
0.000016,1,0.000536,43,0.003360,188,0.012961,768,0.068185,3088,
0.000020,1,0.000503,43,0.003602,188,0.014959,768,0.070176,3088,
0.000018,1,0.000498,43,0.003031,188,0.014118,768,0.074253,3088,
0.000015,1,0.000545,43,0.003082,188,0.014973,768,0.083220,3088,
