0.000003,1,0.000005,43,0.000008,188,0.000051,768,0.000399,3088,
0.000001,1,0.000002,43,0.000007,188,0.000052,768,0.000399,3088,
0.000001,1,0.000002,43,0.000008,188,0.000051,768,0.000403,3088,
0.000000,1,0.000002,43,0.000008,188,0.000051,768,0.000400,3088,
0.000001,1,0.000001,43,0.000008,188,0.000056,768,0.000401,3088,
0.000001,1,0.000002,43,0.000007,188,0.000050,768,0.000399,3088,
0.000001,1,0.000002,43,0.000007,188,0.000052,768,0.000400,3088,
0.000001,1,0.000002,43,0.000008,188,0.000051,768,0.000399,3088,
0.000001,1,0.000001,43,0.000008,188,0.000051,768,0.000404,3088,
0.000001,1,0.000002,43,0.000008,188,0.000051,768,0.000406,3088,
