0.000002,51,0.000001,51,0.000004,201,0.000018,801,0.000132,3101,
0.000001,51,0.000002,51,0.000004,201,0.000019,801,0.000133,3101,
0.000001,51,0.000001,51,0.000004,201,0.000019,801,0.000152,3101,
0.000001,51,0.000001,51,0.000003,201,0.000018,801,0.000133,3101,
0.000002,51,0.000002,51,0.000003,201,0.000018,801,0.000134,3101,
0.000001,51,0.000002,51,0.000004,201,0.000019,801,0.000133,3101,
0.000001,51,0.000002,51,0.000003,201,0.000019,801,0.000135,3101,
0.000001,51,0.000001,51,0.000003,201,0.000045,801,0.000133,3101,
0.000001,51,0.000001,51,0.000003,201,0.000019,801,0.000136,3101,
0.000001,51,0.000001,51,0.000004,201,0.000019,801,0.000133,3101,
